"RecordedDate","ResponseId","Participant.ID","Current.classes","Current.classes_4_TEXT","Previous.classes","Previous.classes_4_TEXT","OS","OS_4_TEXT","Computer.age","Laptop.issues","EssayProduceAGraph","EssayLearningR","EssayRBenefits","Age","Gender","Race","Ethnicity","Major","Academic.standing","Categories_1","Categories_2","Categories_3","Categories_4","High.school.math","High.school.particip","R.use.1_1","R.use.2_1","Anxiety.1_1","Anxiety.1_2","Anxiety.2_1","Anxiety.2_2","Computing.programs.1_1","Computing.programs.1_2","Computing.programs.1_3","Computing.programs.1_4","Computing.programs.2_1","Computing.programs.2_2","Computing.programs.2_3","Computing.programs.2_4","R.skills.1_1","R.skills.1_2","R.skills.1_3","R.skills.1_4","R.skills.1_5","R.skills.1_6","R.skills.1_7","R.skills.1_8","R.skills.1_9","R.skills.1_10","R.skills.2_1","R.skills.2_2","R.skills.2_3","R.skills.2_4","R.skills.2_5","R.skills.2_6","R.skills.2_7","R.skills.2_8","R.skills.2_9","R.skills.2_10","Math.skills.1_1","Math.skills.1_2","Math.skills.1_3","Math.skills.1_4","Math.skills.1_5","Math.skills.1_6","Math.skills.1_7","Math.skills.1_8","Math.skills.2_1","Math.skills.2_2","Math.skills.2_3","Math.skills.2_4","Math.skills.2_5","Math.skills.2_6","Math.skills.2_7","Math.skills.2_8","External.help_1","External.help_2","External.help_3","Perseverance","Computer.savviness","Effort","Engagement","Future.classes.1_1","Future.classes.2_1","Job.search","Dream.job","Foundational","PopEco","Quant","Found_current","Advanced_current","Advanced_previous","took_advanced_concurrent","took_R_before_advanced","group_5","group_3","group_4","Anxiety_pre","Anxiety_post","Math_skills_pre","Math_skills_post","Computing_pre","Computing_post","Anxiety_change","Math_skills_change","Computing_change","class_number"
"4/11/24 12:14","R_2Ol7xldeeSYWv1n","d7b08ae3","Quantitative Wildlife Ecology (WIS 4601)","","","","Windows","","2 - 4 years old","Sometimes","Typically I use Excel to produce graphs because I like being able to customize them without coding for it. This has worked in the past for me for simple graphs such as bar plots, scatterplots, etc. However, if it were a more complicated graph or one that involved more variables than I know how to input in Excel, I'd likely use RStudio on Posit Cloud. ","Lack of exposure. Outside of class and some of my research, I don't use it frequently, so it fades away.","I see the benefit in reducing human error through hand calculations or calculations in a spreadsheet program where a person could forget to highlight certain cells or make other mistakes. It's also much quicker because you can automate certain tasks and create formulas so you're not retyping the same thing many times. ","21","Female","White or Caucasian","No","Natural Resource Conservation","Senior","No","No","No","No","No","No",2,4,5,5,3,3,2,3,1,1,3,3,1,1,1,1,2,1,1,3,1,1,2,1,4,4,3,1,3,3,2,4,3,1,3,2,1,2,1,1,1,2,3,4,3,4,4,4,3,3,"4","4","2","2","2","3","3","3","5","4","4",0,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,"Quant or Pop Eco","Quant and/or Pop Eco only","Advanced only",1,3,1.625,3.5,1.5,2.91666666666667,2,1.875,1.41666666666667,1
"4/18/24 12:08","R_1qaYPGjMHyGZBE5","d8fa0285","Quantitative Wildlife Ecology (WIS 4601)","","","","Windows","","4 - 6 years old","Never","","","","","","","","","","","","","","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",0,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,"Quant or Pop Eco","Quant and/or Pop Eco only","Advanced only",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"12/5/24 12:34","R_7SnQeT53BRbOJYl","e4aa8261","Computational Problem Solving in Wildlife Ecology Using R (WIS 4934)","","Other","N/A","Mac","","2 - 4 years old","Never","I would either use base R if I had data that I know how to work with, but if it was unfamiliar, I would go to Google Sheets and create a graph directly from there. I would use google sheets for qualitative data as well. I feel like I do not yet have enough experience with R to know the ins and outs of figuremaking just yet. ","The ability to remember something after not having done it in a while, like for the final project review of this 4934 class having to do stuff with dataframes, loops, lists, etc. I feel like I have a hard time knowing how to do something without asking for help or looking something up if I haven't done it within the week, though I'm sure that with some practice I'll be better about that. ","The ability to have all your work in one place: text entries, code, figures, etc. instead of having to bounce around between excel, word, and other softwares. ","20","Male","White or Caucasian","No","Wildlife Ecology & Conservation","Junior","No","No","No","No","I'm not sure","No",2,5,4,4,4,4,1,3,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,2,2,2,1,3,3,3,2,2,1,1,1,1,2,2,3,2,2,1,1,1,3,3,"5","4","3","2","2","3","5","3","4","5","3",1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,"Foundational only","Foundational only","Foundational only",2,2,1.5,2,1.08333333333333,2.75,0,0.5,1.66666666666667,1
"4/10/24 13:12","R_3eW8VNnsLW6HeJX","e51ef7ce","Computational Problem Solving in Wildlife Ecology Using R (WIS 4934)","","","","Windows","","0 - 2 years old","Never","Create a vector of values, plot values using the best graph format for the data, use labels and heading for the axes","Mainly lack of motivation; I don't necessarily find myself uninterested in the material (I actually think it's pretty cool), I am just not the biggest fan of math generally and I found that bleeding into my participation/motivation a lot.","Better organization for projects needing code and more job opportunities; furthering education","21","Female","White or Caucasian","No","Wildlife Ecology and Conservation","Junior","Yes","No","Yes","No","Yes","Yes",1,5,3,4,2,3,1,4,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,2,3,5,3,5,5,3,5,5,3,5,3,4,4,3,5,5,3,5,3,4,4,4,"2","4","4","3","3","4","2","2","3","4","1",1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,"Foundational only","Foundational only","Foundational only",2.5,3.5,4,4.125,1,4,1,0.125,3,1
"12/2/25 19:03","R_7pM5SVwI2FSGKDK","e629def9","Computational Problem Solving in Wildlife Ecology Using R (WIS 4934)","","Other","None","Windows","","2 - 4 years old","Never","Canva for basic graphs, but R Studio over Excel. ","Little application in my current work, in addition to my minimal math background. However, if I saw myself working with quantitative data in the future, I recognize its value as a valuable skill to have. ","Data transparency, replicability, and uniformity within the ecology field","38","Female","White or Caucasian","No","Human Dimensions in WEC","Graduate degree program","No","No","No","No","No","No",1,4,5,5,3,3,1,3,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,3,3,2,2,2,2,1,1,1,1,1,1,1,2,3,1,2,2,1,2,2,"4","5","2","5","3","5","5","2","3","2","2",1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,"Foundational only","Foundational only","Foundational only",1,3,1.125,1.875,1,2.58333333333333,2,0.75,1.58333333333333,1
"12/9/24 16:52","R_68NXaQVT8PUYg2l","e7d8b257","Quantitative Wildlife Ecology (WIS 4601)","","Other","none","Mac","","6+ years old","Sometimes","","","","","","","","","","","","","","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",0,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,"Quant or Pop Eco","Quant and/or Pop Eco only","Advanced only",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"4/10/24 13:14","R_59unD0LAH6gHbYp","eab4aff7","Computational Problem Solving in Wildlife Ecology Using R (WIS 4934)","","","","Mac","","2 - 4 years old","Sometimes","If I were asked to produce a graph using R, I would utilize base R (however, I think it would be beneficial if we used ggplot as it is more often used). Based on the type of graph needed, I would call the function (barplot, hist, etc.). I would then either put in the arguments for the data (x,y variables) and add axis labels and a graph title. Once I edit the graph to my liking (i.e. adding abline, adding legends, etc.), I would save the graph as a file and then export it to my computer.","Some challenges I foresee are getting into the nitty gritty of the statistical side of R as well as data cleaning. I hope to continue learning the quantitative side of R, so that I can better navigate research questions in the future. I also foresee a challenge of 'the use it or lose it' prerogative; I imagine if fail to use R after this semester for an extended period of time, I may struggle to restart. ","Some clear benefits include the data visualization, statistical tools, and overall efficiency within the programming. ","22","Female","White or Caucasian","No","Marine Sciences","Senior","No","No","No","No","Yes","Yes",4,5,4,2,2,2,2,3,1,2,4,3,1,2,3,2,2,1,1,2,2,3,1,1,5,3,4,3,3,4,3,5,3,2,2,3,2,1,1,1,3,2,3,5,3,3,3,3,4,3,"4","5","3","3","3","3","3","4","4","5","5",1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,"Foundational only","Foundational only","Foundational only",3,4,1.875,3.375,2,3.66666666666667,1,1.5,1.66666666666667,1
"12/9/24 10:48","R_5QDSn7nx3ifjSpY","f3cf9d00","Introduction to Wildlife Population Ecology (WIS 4501)","","Quantitative Wildlife Ecology (WIS 4601)","","Windows","","0 - 2 years old","Rarely","","","","","","","","","","","","","","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",0,1,1,FALSE,TRUE,TRUE,FALSE,FALSE,"Quant and Pop Eco","Quant and/or Pop Eco only","Advanced only",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"4/11/24 12:06","R_1QSfKRNQck51qlm","f3cf9d00","Quantitative Wildlife Ecology (WIS 4601)","","","","Windows","","0 - 2 years old","Rarely","I would likely use R or Excel, but it depends on the dataset and the context of the presentation/report.","Maybe time available to practice","R is a lot more streamlined than other computing software so it can speed up the data analysis aspect of research. Also, plugins like ggplot can make nicer-looking graphs for presentations.","21","Female","White or Caucasian","No","Wildlife Ecology and Conservation","Junior","No","No","No","No","Yes","Yes",1,4,2,1,1,1,1,4,2,1,4,4,2,1,1,1,1,1,1,1,1,1,1,1,5,5,4,3,4,4,4,5,5,1,4,4,4,2,2,3,3,2,4,5,5,4,4,5,4,3,"3","4","3","4","4","3","3","2","4","3","3",0,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,"Quant and Pop Eco","Quant and/or Pop Eco only","Advanced only",4.5,5,3,4.25,1,4,0.5,1.25,3,2
"12/10/25 9:33","R_6jSSSH8AG8QvtQt","f8c38a92","Introduction to Wildlife Population Ecology (WIS 4501)","","Other","none","Windows","","0 - 2 years old","Rarely","","","","","","","","","","","","","","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",0,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,"Quant or Pop Eco","Quant and/or Pop Eco only","Advanced only",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
