StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Participant ID,Current classes,Current classes_4_TEXT,Q35,Q35_4_TEXT,OS,OS_4_TEXT,Computer age,Laptop issues,Q30,Q31,Q32,R use#1_1,R use#2_1,Anxiety#1_1,Anxiety#1_2,Anxiety#2_1,Anxiety#2_2,Computing programs#1_1,Computing programs#1_2,Computing programs#1_3,Computing programs#1_4,Computing programs#2_1,Computing programs#2_2,Computing programs#2_3,Computing programs#2_4,R skills#1_1,R skills#1_2,R skills#1_3,R skills#1_4,R skills#1_5,R skills#1_6,R skills#1_7,R skills#1_8,R skills#1_9,R skills#1_10,R skills#2_1,R skills#2_2,R skills#2_3,R skills#2_4,R skills#2_5,R skills#2_6,R skills#2_7,R skills#2_8,R skills#2_9,R skills#2_10,Math skills#1_1,Math skills#1_2,Math skills#1_3,Math skills#1_4,Math skills#1_5,Math skills#1_6,Math skills#1_7,Math skills#1_8,Math skills#2_1,Math skills#2_2,Math skills#2_3,Math skills#2_4,Math skills#2_5,Math skills#2_6,Math skills#2_7,Math skills#2_8,External help_1,External help_2,External help_3,Perseverance,Computer savviness,Effort,Engagement,Future classes#1_1,Future classes#2_1,Job search,Dream job,Age,Gender,Race,Ethnicity,Major,Academic standing,Categories_1,Categories_2,Categories_3,Categories_4,High school math,High school particip
2024-04-11 12:00:53,2024-04-11 12:20:58,IP Address,128.227.1.42,100,1205,True,2024-04-11 12:20:58,R_7OGelKkRFHeCU6t,,,,,29.6138,-82.386,anonymous,EN,"I consent, begin the study",89184849,Quantitative Wildlife Ecology (WIS 4601),,,,Windows,,2 - 4 years old,Rarely,Depending on the nature of the graph I could use r coding such as ggplot functions to create a graph of I could put data into excel and create a graph through that.,I wish I had more time to dedicate to coding. I’ve been so busy with school and extracurriculars that it’s hard for me to take the time I’d like to go through the worksheets and really learn and understand the code to the best of my abilities.,I think R can assess large data sets or run computations significantly faster and more efficiently than a person could do manually.,Somewhat unlikely,Somewhat likely,Very high anxiety,High anxiety,Moderate anxiety,Moderate anxiety,Slightly proficient,Moderately proficient,No proficiency,No proficiency,Moderately proficient,Moderately proficient,No proficiency,No proficiency,Slightly proficient,Slightly proficient,No proficiency,No proficiency,No proficiency,No proficiency,Slightly proficient,Slightly proficient,No proficiency,No proficiency,Extremely proficient,Very proficient,Very proficient,Moderately proficient,Moderately proficient,Moderately proficient,Very proficient,Extremely proficient,Moderately proficient,No proficiency,Moderately proficient,Slightly proficient,No proficiency,No proficiency,Slightly proficient,Slightly proficient,No proficiency,Moderately proficient,Very proficient,Extremely proficient,Very proficient,Very proficient,Very proficient,Moderately proficient,Moderately proficient,Very proficient,Extremely comfortable,Very comfortable,Very comfortable,1 - 2 hours,Moderately technologically proficient,Moderate effort,Very engaged,Very interested,Extremely interested,Extremely helpful,Extremely interested,22,Female,Other,Yes,Wildlife Ecology & Conservation,Senior,Yes,No,No,Yes,Yes,No
2024-04-11 12:00:52,2024-04-11 12:28:21,IP Address,128.227.1.38,100,1648,True,2024-04-11 12:28:21,R_5qrdMH04vd756fh,,,,,29.6138,-82.386,anonymous,EN,"I consent, begin the study",0bac740a,Quantitative Wildlife Ecology (WIS 4601),,,,Windows,,2 - 4 years old,Rarely,"If it was an easy graph I would still use google docs or Excel because I still find those easier at this point. A more advanced graph or one that used more scientific data would be better to make in R. I know the plot, barplot, and hist functions fairly well and could make graphs with those. The other types of graphs I could also do as long as we did them in class because I downloaded all the lab assignments.",I just need more time to practice. I also need to be forced to practice because I won’t want to do it in my free time. Having to write my own code has been the most helpful way of learning it.,"It would make you very competitive I think in the job market. Also if you ever needed to take a remote job for a while, being able to use R is probably a good way to secure that.",Very unlikely,Somewhat likely,Very high anxiety,Very high anxiety,High anxiety,Very high anxiety,No proficiency,No proficiency,No proficiency,No proficiency,Slightly proficient,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,Very proficient,Moderately proficient,Moderately proficient,No proficiency,Moderately proficient,Moderately proficient,Moderately proficient,Very proficient,Moderately proficient,No proficiency,Moderately proficient,Moderately proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,No proficiency,Slightly proficient,Moderately proficient,Very proficient,Very proficient,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,Moderately proficient,Extremely comfortable,Slightly comfortable,Slightly comfortable,5 - 30 minutes,Moderately technologically proficient,Moderate effort,Very engaged,Not interested,Moderately interested,Extremely helpful,Moderately interested,20,Male,White or Caucasian,No,"Wildlife Ecology and Conservation ",Junior,No,No,No,Yes,Yes,Yes
2024-04-11 11:41:04,2024-04-11 12:31:04,IP Address,66.231.138.104,100,2999,True,2024-04-11 12:31:05,R_8cEQXgT2aLmP3W1,,,,,29.6467,-82.3284,anonymous,EN,"I consent, begin the study",24ef6bbc,"Quantitative Wildlife Ecology (WIS 4601),Other",Supervised Research (FAS4911),,,Windows,,0 - 2 years old,Never,"I would format the data into R studio and make sure it was correctly loaded. Then I would examine the data to see which type of graph would fit best. Lastly, I would create my graph using the ggplot2 package because I believe that ggplot is much easier to use for graph creation than base R.","My biggest issue is memorization. I find it hard to remember what commands do what or I forget certain commands and I'm forced to look up guides online all the time. Of course, there's nothing wrong with using the internet for help, but I think having better memorization skills will just make my learning process much faster and make my coding abilities faster too.","I think R studio is more beneficial because it holds your hand and provides more guidance than standard R. I've never used other programming languages. Hence, it's hard to compare R to other languages. Still, between the two versions of R I've tried I think the extra help provided by R studio is extremely nice, especially for a beginner like myself.",Very likely,Very likely,High anxiety,Very high anxiety,Moderate anxiety,High anxiety,Moderately proficient,Very proficient,No proficiency,No proficiency,Moderately proficient,Very proficient,No proficiency,No proficiency,Moderately proficient,Moderately proficient,Moderately proficient,No proficiency,Slightly proficient,Moderately proficient,Slightly proficient,Moderately proficient,Moderately proficient,No proficiency,Very proficient,Very proficient,Very proficient,No proficiency,Slightly proficient,Very proficient,Moderately proficient,Very proficient,Moderately proficient,No proficiency,Very proficient,Very proficient,Very proficient,Moderately proficient,Slightly proficient,No proficiency,Slightly proficient,Slightly proficient,Very proficient,Extremely proficient,Very proficient,Very proficient,Moderately proficient,Slightly proficient,Slightly proficient,Moderately proficient,Very comfortable,Extremely comfortable,Slightly comfortable,1 - 2 hours,Very technologically proficient,High effort,Very engaged,Moderately interested,Very interested,Extremely helpful,Moderately interested,21,Non-binary,White or Caucasian,Yes,Marine Science,Junior,No,No,No,No,Yes,No
2024-04-12 07:27:47,2024-04-12 07:45:05,IP Address,128.227.239.104,100,1037,True,2024-04-12 07:45:05,R_7OoS00UCkalOwXr,,,,,29.6138,-82.386,anonymous,EN,"I consent, begin the study",44391174,Quantitative Wildlife Ecology (WIS 4601),,,,Windows,,2 - 4 years old,Never,"You would make the data set into a variable.  Then depending in what graph, you would run the function and add the necessary add ons. ",I do not have any challenges with learning R,"R is so useful when creating population models and predicting populations. ",Somewhat unlikely,Very likely,Very high anxiety,Moderate anxiety,Low anxiety,Low anxiety,No proficiency,Moderately proficient,No proficiency,Slightly proficient,Very proficient,Moderately proficient,No proficiency,Slightly proficient,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,Very proficient,Moderately proficient,Moderately proficient,Moderately proficient,Very proficient,Very proficient,Moderately proficient,Moderately proficient,Very proficient,Very proficient,Moderately proficient,Moderately proficient,Slightly proficient,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,Moderately proficient,Very proficient,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,Moderately proficient,Moderately proficient,Extremely comfortable,Moderately comfortable,Very comfortable,2 - 7 hours,Moderately technologically proficient,Moderate effort,Very engaged,Slightly interested,Very interested,Extremely helpful,Moderately interested,18,Male,White or Caucasian,No,Wildlife ecology and conservation,Senior,Yes,,,,I'm not sure,No
2024-04-12 11:21:49,2024-04-12 11:36:51,IP Address,172.59.65.44,100,901,True,2024-04-12 11:36:51,R_6eWF3N4SHDt3Gn6,,,,,30.223,-81.7595,anonymous,EN,"I consent, begin the study",946b4590,Quantitative Wildlife Ecology (WIS 4601),,,,Windows,,2 - 4 years old,Rarely,"I would go to posit cloud, upload my data that I would be using, and make a histogram or bar plot. ","It is very difficult, I can't make it to the labs, not a good math foundation",Good for a cv and job opportunities,Very unlikely,Somewhat unlikely,High anxiety,High anxiety,High anxiety,High anxiety,No proficiency,Moderately proficient,No proficiency,No proficiency,Slightly proficient,Moderately proficient,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,Slightly proficient,No proficiency,No proficiency,No proficiency,Very proficient,Moderately proficient,Moderately proficient,No proficiency,Slightly proficient,Slightly proficient,Slightly proficient,Moderately proficient,Moderately proficient,No proficiency,Slightly proficient,Slightly proficient,Slightly proficient,No proficiency,No proficiency,No proficiency,Moderately proficient,No proficiency,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,Very comfortable,Very comfortable,Slightly comfortable,5 - 30 minutes,Slightly technologically proficient,Moderate effort,Slightly engaged,Not interested,Slightly interested,Very helpful,Slightly interested,20,Female,Asian,No,Wildlife Ecology and Conservation,Junior,No,No,No,Yes,No,
2024-04-10 13:04:16,2024-04-10 19:20:50,IP Address,104.222.18.161,22,22594,False,2024-04-17 19:20:52,R_2Rgf36jx4CKB2Hf,,,,,,,anonymous,EN,"I consent, begin the study",419e0d23,"Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),Other",Introduction to Conservation Genetics (WIS 3553C),,,Windows,,0 - 2 years old,Never,"If asked to do so today, I would produce a graph for a lab report or presentation using R by importing the necessary dataset into the program, installing appropriate packages and loading libraries, and then organizing the data in a manner that would allow me to use functions such as 'plot' to visualize the data. I would also add a chart title, axes titles, and adjust the ranges of the axes as needed, as well as add a caption.","One challenge that I feel stands in my way for learning R is consistent practice in order to truly learn how to use the program rather than simply memorize how to complete certain assignments. In addition, I believe there will likely be ""imperfect"" cases that I may struggle to problem-solve at first. In other words, there will be a need to troubleshoot issues that were not encountered in the homework assignments.","There are many benefits that I see coming from using R or other programming languages, such as being able to interpret and work with data more efficiently as well as being to share work and problem-solve with others. It can be a great way to visualize and manage larger sets of data.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-11 12:06:47,2024-04-11 12:07:52,IP Address,184.185.222.15,22,64,False,2024-04-18 12:08:12,R_1qaYPGjMHyGZBE5,,,,,,,anonymous,EN,"I consent, begin the study",d8fa0285,Quantitative Wildlife Ecology (WIS 4601),,,,Windows,,4 - 6 years old,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-11 12:03:02,2024-04-14 21:03:21,IP Address,68.227.78.147,41,291619,False,2024-04-21 21:03:22,R_3QGeCGMCSFOMlLP,,,,,,,anonymous,EN,"I consent, begin the study",8447d712,Quantitative Wildlife Ecology (WIS 4601),,,,Windows,,,Rarely,"I would probably google ""graph making site"" or use other programs I have used in the past such as PowerPoint or Canva. ","'- Not having any prior knowledge with coding.
- The last math class I took was 2 years prior to taking this course.
- Mental Health/ Personal life events
",'- I feel like it will be very beneficial in wildlife jobs and research I do in the future. If this class wasn't required I probably would never have learned how to code and use R. This class is teaching me a whole new skill that will make it easier for me if I need to use any of these tools in future jobs.,Very unlikely,Somewhat likely,Very high anxiety,Moderate anxiety,Moderate anxiety,Low anxiety,No proficiency,Slightly proficient,No proficiency,No proficiency,Slightly proficient,Slightly proficient,No proficiency,No proficiency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-21 18:01:59,2024-04-21 18:02:09,IP Address,104.222.18.161,3,10,False,2024-04-28 18:02:10,R_7VxWWstniR4Lmlt,,,,,,,anonymous,EN,"I consent, begin the study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-02 10:37:32,2024-12-02 10:47:23,IP Address,172.56.75.37,100,590,True,2024-12-02 10:47:24,R_7XjHMb5vLJq12ao,,,,,28.4883,-81.4061,anonymous,EN,"I consent, begin the study",89943458,Quantitative Wildlife Ecology (WIS 4601),,Other,Conservation Genetics (WIS3553C),Windows,,2 - 4 years old,Rarely,I would likely use R having learned ways to do so it makes it much easier to create a visual than doing it by hand or in another program.,"The biggest challenges is remembering different functions. Practice is another challenge that I feel can be hard, if I don’t have a class for it, I don’t think I’d be able to consistently retain how to use R.",Using programming languages helps assessing larger datasets and can create ways to make research accurate and provide an easy way to visualize it for the public,Somewhat unlikely,Very likely,Very high anxiety,High anxiety,Low anxiety,Moderate anxiety,No proficiency,Slightly proficient,No proficiency,No proficiency,Moderately proficient,Slightly proficient,No proficiency,No proficiency,Moderately proficient,Slightly proficient,Slightly proficient,No proficiency,No proficiency,Slightly proficient,No proficiency,Slightly proficient,Slightly proficient,No proficiency,Extremely proficient,Moderately proficient,Very proficient,No proficiency,Slightly proficient,Very proficient,Slightly proficient,Extremely proficient,Moderately proficient,Slightly proficient,Slightly proficient,Moderately proficient,Slightly proficient,No proficiency,No proficiency,No proficiency,No proficiency,Slightly proficient,Very proficient,Very proficient,Very proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Very comfortable,Moderately comfortable,Slightly comfortable,1 - 2 hours,Moderately technologically proficient,High effort,Moderately engaged,Slightly interested,Moderately interested,Very helpful,Very interested,22,Male,White or Caucasian,Yes,"Wildlife Ecology and Conservation ",Senior,No,No,Yes,Yes,Yes,Yes
2024-12-02 10:58:02,2024-12-02 11:05:42,IP Address,184.185.222.10,100,459,True,2024-12-02 11:05:42,R_5OffgKJaXc7ElRW,,,,,29.6138,-82.386,anonymous,EN,"I consent, begin the study",84b2cd17,Introduction to Wildlife Population Ecology (WIS 4501),,"Introduction to Wildlife Population Ecology (WIS 4501),Quantitative Wildlife Ecology (WIS 4601)",,Windows,,2 - 4 years old,Rarely,,,,Very unlikely,Very likely,Low anxiety,Moderate anxiety,High anxiety,Low anxiety,No proficiency,Moderately proficient,No proficiency,Slightly proficient,Very proficient,Moderately proficient,No proficiency,Slightly proficient,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,Extremely proficient,Very proficient,Very proficient,Moderately proficient,Moderately proficient,Extremely proficient,Very proficient,Slightly proficient,Moderately proficient,Very proficient,Moderately proficient,Slightly proficient,No proficiency,No proficiency,Slightly proficient,No proficiency,No proficiency,No proficiency,Very proficient,Very proficient,Very proficient,Very proficient,Very proficient,Very proficient,Very proficient,Very proficient,Very comfortable,Very comfortable,Very comfortable,1 - 2 hours,Moderately technologically proficient,Moderate effort,Very engaged,Slightly interested,Extremely interested,Extremely helpful,Moderately interested,19,Male,White or Caucasian,No,Wildlife ecology and conservation,Senior,Yes,,,,No,
2024-12-02 11:02:34,2024-12-02 11:11:40,IP Address,70.164.195.108,100,546,True,2024-12-02 11:11:41,R_5KYQ5vqa3zKn83L,,,,,29.6436,-82.3231,anonymous,EN,"I consent, begin the study",24ef6bbc,Introduction to Wildlife Population Ecology (WIS 4501),,"Quantitative Wildlife Ecology (WIS 4601),Other",FAS4911,Windows,,0 - 2 years old,Rarely,"I would create the graph in R, specifically using the ggplot package to make it neater and faster to create.","Memorization. I often forget what commands mean and struggle to type out long lines of code without the help of a reference or the internet. Once I start, I can code for a while, but sometimes I become stumped due to forgetting commands or formatting.","I haven't used other programming languages and have only worked in R, so I cannot compare R to other programs, but I find the interface relatively easy to understand and use.",Very likely,Very likely,High anxiety,High anxiety,Moderate anxiety,High anxiety,Moderately proficient,Very proficient,No proficiency,No proficiency,Very proficient,,No proficiency,No proficiency,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,Slightly proficient,Moderately proficient,Slightly proficient,Very proficient,Moderately proficient,Slightly proficient,Very proficient,Moderately proficient,Very proficient,Moderately proficient,Slightly proficient,Very proficient,Slightly proficient,Extremely proficient,Moderately proficient,Slightly proficient,Very proficient,Very proficient,Moderately proficient,Moderately proficient,Slightly proficient,Moderately proficient,Slightly proficient,Moderately proficient,Very proficient,Extremely proficient,Very proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Very proficient,Very comfortable,Extremely comfortable,Very comfortable,30 minutes - 1 hour,Extremely technologically proficient,High effort,Very engaged,Very interested,Very interested,Extremely helpful,Very interested,22,Non-binary,White or Caucasian,Yes,Marine Science,Senior,No,No,No,No,Yes,No
2024-12-02 11:05:28,2024-12-02 11:24:17,IP Address,128.227.1.13,100,1129,True,2024-12-02 11:24:17,R_3gUtEr6ow1ynAVK,,,,,29.6138,-82.386,anonymous,EN,"I consent, begin the study",22192819,Introduction to Wildlife Population Ecology (WIS 4501),,Quantitative Wildlife Ecology (WIS 4601),,Windows,,0 - 2 years old,Rarely,"Most likely using R. I do not know much about other coding programs, so R would be the best way to go considering my previous instruction with it. I would look over past assignments to see what code I need as well as google what other commands and packages there are. Likewise I would ask the PhD student in my lab for help. ","I feel like it’s very finicky, and not well known. My partner is really into computer science and coding, and they don’t understand R very well at all and say that it’s not too great of a program. I know it gets the job done for wildlife studies, but a comprehensive and easy guide for it would be so helpful considering I have nobody I can call at 1 am to help me. ","I think R is pretty good for just doing wildlife type stuff. Though Python would probably be easier, I think that because R is so focused on scientific uses, it’s easier to have something like that. One track mind. ",Somewhat unlikely,Somewhat likely,Very high anxiety,Moderate anxiety,Moderate anxiety,Low anxiety,Slightly proficient,Slightly proficient,No proficiency,No proficiency,Moderately proficient,Moderately proficient,No proficiency,No proficiency,Slightly proficient,Slightly proficient,Moderately proficient,No proficiency,Slightly proficient,No proficiency,Slightly proficient,No proficiency,Slightly proficient,No proficiency,Moderately proficient,Moderately proficient,Very proficient,Slightly proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,Slightly proficient,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,Slightly proficient,Moderately proficient,Moderately proficient,Moderately proficient,Very proficient,Very proficient,Very proficient,Moderately proficient,Moderately proficient,Very proficient,Very proficient,Very proficient,Very comfortable,Moderately comfortable,Moderately comfortable,5 - 30 minutes,Slightly technologically proficient,High effort,Very engaged,Slightly interested,Moderately interested,Moderately helpful,Slightly interested,21,Female,White or Caucasian,No,"Wildlife Ecology and Conservation ",Senior,No,No,No,No,Yes,No
2024-12-02 11:50:00,2024-12-02 11:50:34,IP Address,184.185.222.11,100,33,True,2024-12-02 11:50:35,R_3hiupIIMWRBCTbb,,,,,29.6138,-82.386,anonymous,EN,"I do not consent, I do not wish to participate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-02 11:50:46,2024-12-02 11:58:40,IP Address,184.185.222.11,100,474,True,2024-12-02 11:58:41,R_7DnKvgHKdzBU945,,,,,29.6138,-82.386,anonymous,EN,"I consent, begin the study",00a378fb,"Introduction to Wildlife Population Ecology (WIS 4501),Quantitative Wildlife Ecology (WIS 4601)",,"Introduction to Wildlife Population Ecology (WIS 4501),Quantitative Wildlife Ecology (WIS 4601)",,Windows,,0 - 2 years old,Sometimes,"ggplot(data, x,y) 
or I would plot(data) depending on what I working on",Understanding everything that going on a function,"I see several benefits including a higher pay in the job market, easy way to get through large datasets for research. ",Somewhat unlikely,Somewhat likely,Very high anxiety,Very high anxiety,High anxiety,Very high anxiety,Slightly proficient,Slightly proficient,No proficiency,No proficiency,Moderately proficient,Slightly proficient,No proficiency,No proficiency,Very proficient,Moderately proficient,Slightly proficient,No proficiency,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,,,Moderately proficient,Slightly proficient,Very proficient,Moderately proficient,Very proficient,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,No proficiency,No proficiency,No proficiency,Slightly proficient,No proficiency,No proficiency,No proficiency,Slightly proficient,Moderately proficient,Moderately proficient,Slightly proficient,Slightly proficient,Moderately proficient,Slightly proficient,Moderately proficient,Not at all comfortable,Very comfortable,Slightly comfortable,2 - 7 hours,Not technologically proficient,Very high effort,Very engaged,Not interested,Slightly interested,Very helpful,Moderately interested,21,Female,"White or Caucasian,Prefer not to say",No,WEC,Senior,Yes,No,No,No,No,
2024-12-02 10:55:01,2024-12-02 12:52:32,IP Address,98.180.123.125,100,7050,True,2024-12-02 12:52:33,R_6Dkcl2vDUultRHH,,,,,29.6825,-82.3606,anonymous,EN,"I consent, begin the study",66c48d9a,"Introduction to Wildlife Population Ecology (WIS 4501),Quantitative Wildlife Ecology (WIS 4601)",,Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),,Windows,,2 - 4 years old,Rarely,"I would first identify what type of data I'm working with and determine what question I am answering. Using R studio, I'd chose a model that best fits my data and use either base R or ggplot to create a graph with corresponding x and y labels with an informational caption underneath. I'd also add color and a key to improve the readability of the graph. ","Becoming confident in catching all mistakes in data sets, knowing what functions do what and when to use them, and knowing how to format my code so that the function will work. In class, I feel confident in my own code since I'm following a worksheet, but I'm worried how well I'd do with my own dataset with no worksheet to follow. ","I think in my future I will be using R since I'd like to continue doing research in wildlife ecology. I'd like to become more comfortable with data carpentry and using models since I feel like these would be important skills to have in this field. ",Somewhat unlikely,Very likely,High anxiety,Very high anxiety,Moderate anxiety,Moderate anxiety,Slightly proficient,Slightly proficient,No proficiency,No proficiency,Moderately proficient,Slightly proficient,No proficiency,No proficiency,Moderately proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Moderately proficient,Slightly proficient,Slightly proficient,Very proficient,Moderately proficient,Moderately proficient,Slightly proficient,Moderately proficient,Moderately proficient,Moderately proficient,Very proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,Moderately proficient,Very proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,Moderately proficient,Very comfortable,Moderately comfortable,Slightly comfortable,30 minutes - 1 hour,Slightly technologically proficient,Moderate effort,Very engaged,Slightly interested,Very interested,Extremely helpful,Very interested,21,Non-binary,"White or Caucasian,Asian",No,Wildlife Ecology and Conservation,Senior,No,No,No,No,I'm not sure,No
2024-12-02 14:11:01,2024-12-02 14:17:39,IP Address,108.199.140.135,100,397,True,2024-12-02 14:17:40,R_1GBlOz2LQzcJlJa,,,,,29.6825,-82.3606,anonymous,EN,"I consent, begin the study",90b34434,Other,Insect Ecology Lab (6203L),Other,None,Windows,,4 - 6 years old,Rarely,I would first import my graph into R. Load GGPlots. Select the variables I am interested in graphing and select the appropriate graph. I would likely use ChatGPT to make my graph more aesthetic.,"Time. R is a large, daunting program and the classes associated with this program are often known to be difficult. Also, I feel that an understanding of statistics is needed for much of the classes associated with R.",R seems great for analyzing and visualizing my data.,Very likely,Very likely,Moderate anxiety,Low anxiety,Moderate anxiety,Low anxiety,Moderately proficient,Very proficient,No proficiency,Slightly proficient,Moderately proficient,Very proficient,No proficiency,Moderately proficient,Very proficient,Very proficient,Very proficient,Slightly proficient,Slightly proficient,Very proficient,Moderately proficient,Extremely proficient,Moderately proficient,No proficiency,Very proficient,Very proficient,Very proficient,Slightly proficient,Slightly proficient,Very proficient,Moderately proficient,Extremely proficient,Moderately proficient,No proficiency,Very proficient,Very proficient,Moderately proficient,Extremely proficient,Moderately proficient,Slightly proficient,Moderately proficient,Slightly proficient,Very proficient,Very proficient,Moderately proficient,Extremely proficient,Moderately proficient,Slightly proficient,Moderately proficient,Slightly proficient,Moderately comfortable,Extremely comfortable,Moderately comfortable,30 minutes - 1 hour,Very technologically proficient,High effort,Very engaged,Slightly interested,Slightly interested,Slightly helpful,Moderately interested,24,,White or Caucasian,No,Entomology,Graduate degree program,No,No,No,No,Yes,Yes
2024-12-02 16:25:05,2024-12-02 16:35:17,IP Address,174.64.127.75,100,611,True,2024-12-02 16:35:17,R_7j0tuo3edNUOfSN,,,,,29.6475,-82.404,anonymous,EN,"I consent, begin the study",22660ef5,Quantitative Wildlife Ecology (WIS 4601),,Other,n/a,Mac,,4 - 6 years old,Never,"I would use R over posit cloud and probably use base R directions to create a graph depending on the data that I need to visualize. If the graph was more complicated I would probably use gg plot in posit cloud. ","Learning how to code with R probably is the biggest challenge. I don't have technological challenges but just understanding the language R uses was probably the biggest challenge. Luckily, I have some coding experience going into this that I have accumulated throughout my education. ","Being technologically savvy in a world/field that is becoming more and more tech heavy. Very helpful to have these skills under my belt when entering the workforce. ",Very unlikely,Very likely,Moderate anxiety,Low anxiety,Low anxiety,Low anxiety,No proficiency,Moderately proficient,No proficiency,No proficiency,Moderately proficient,Very proficient,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,Very proficient,Moderately proficient,Moderately proficient,No proficiency,Moderately proficient,Very proficient,Very proficient,Very proficient,Very proficient,No proficiency,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,Slightly proficient,Slightly proficient,Moderately proficient,Moderately proficient,Very proficient,Very proficient,Very proficient,Very proficient,Very proficient,Very proficient,Very proficient,Very proficient,Very comfortable,Very comfortable,Moderately comfortable,5 - 30 minutes,Slightly technologically proficient,High effort,Very engaged,Moderately interested,Very interested,Extremely helpful,Very interested,22,Male,White or Caucasian,No,Wildlife Ecology and Conservation,Senior,No,No,No,No,Yes,No
2024-12-02 17:01:39,2024-12-02 17:07:26,IP Address,107.116.183.43,100,347,True,2024-12-02 17:07:27,R_34LT122guSg5BCG,,,,,30.1918,-81.6028,anonymous,EN,"I consent, begin the study",bc57748c,Quantitative Wildlife Ecology (WIS 4601),,Other,"conservation genetics ",Windows,,2 - 4 years old,Rarely,"I would most likely use excel to organize the data and make the graph. Then I would use Word to upload the figure and add captions. ","I feel as though I have a severe lack of foundation and background knowledge. ","It seems very time efficient and is able to complete tasks I would not be able to do on my own. ",Very unlikely,Neutral,High anxiety,Moderate anxiety,High anxiety,Moderate anxiety,No proficiency,Slightly proficient,No proficiency,No proficiency,Moderately proficient,Slightly proficient,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,Very proficient,Moderately proficient,Moderately proficient,No proficiency,Moderately proficient,Moderately proficient,Slightly proficient,Very proficient,Moderately proficient,No proficiency,Moderately proficient,Moderately proficient,Slightly proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,Moderately proficient,Very proficient,Moderately proficient,Very proficient,Moderately proficient,Very proficient,Moderately proficient,Very proficient,Very comfortable,Moderately comfortable,Not at all comfortable,1 - 2 hours,Not technologically proficient,High effort,Very engaged,Not interested,Very interested,Extremely helpful,Very interested,21,Female,White or Caucasian,No,WEC,Senior,No,No,No,No,No,
